source,target
乙酰半胱氨酸泡腾片浙江金华,乙酰半胱氨酸
乙酰半胱氨酸溶液吸入剂富露施,乙酰半胱氨酸
乙酰半胱氨酸雾化吸入,乙酰半胱氨酸
乙酰半胱氨酸溶液3ml,乙酰半胱氨酸
乙酰半胱氨酸溶液吸入富露施,乙酰半胱氨酸
乙酰半胱氨酸溶液,乙酰半胱氨酸
乙酰谷酰胺,其它精神兴奋药和益智药
乙酰谷酰胺丙类,其它精神兴奋药和益智药
乙酰谷酰胺注射液5ml支贵州圣济堂,其它精神兴奋药和益智药
乙酰谷酰胺注射液丙,其它精神兴奋药和益智药
乙酰半胱氨酸注射液,乙酰半胱氨酸
乙酰谷酰胺5ml,其它精神兴奋药和益智药
乙酰谷酰胺粉针,其它精神兴奋药和益智药
乙酰半胱氨酸雾化吸入儿童,乙酰半胱氨酸
乙酰谷酰胺针胜迪支,其它精神兴奋药和益智药
乙酰谷酰胺氯化钠注射液,其它精神兴奋药和益智药
乙酰谷酰胺注射液,其它精神兴奋药和益智药
乙酰水杨酸苯巴比妥,乙酰水杨酸
乙型肝炎免疫球蛋白针广东,乙型肝炎免疫球蛋白
乙酰谷酰胺氯化钠注射液250ml瓶,其它精神兴奋药和益智药
乙酰谷酰胺针支,其它精神兴奋药和益智药
乙酰谷酰胺针丙类,其它精神兴奋药和益智药
乙酰谷酰胺氯化钠注射液南,其它精神兴奋药和益智药
乙酰谷酰胺钠注射液丙,其它精神兴奋药和益智药
乙酰谷酰胺注射液2ml支,其它精神兴奋药和益智药
乙型肝炎人免疫球蛋白2ml200IU支,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白基丙,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白免,标准的人免疫球蛋白
乙酰谷酰胺注,其它精神兴奋药和益智药
乙酰谷酰胺注射剂,其它精神兴奋药和益智药
乙型肝炎人免疫球蛋白注射液,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白注射液100IU支,标准的人免疫球蛋白
乙酰谷酰胺葡萄糖注射液,其它精神兴奋药和益智药
乙酰谷酰胺注射液南,其它精神兴奋药和益智药
乙酰谷酰胺注射液乙农铁,其它精神兴奋药和益智药
乙型肝炎人免疫球蛋白免费,静注乙型肝炎人免疫球蛋白(pH4)
乙型脑炎纯化疫苗,流行性乙型脑炎疫苗
已烯雌酚片y1j,己烯雌酚
乙型脑炎纯化疫苗地鼠肾细胞,流行性乙型脑炎疫苗
已烯雌酚,己烯雌酚
乙型肝炎人免疫球蛋白华兰生物,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白针,标准的人免疫球蛋白
乙酰谷酰胺注射液乙,其它精神兴奋药和益智药
乙型肝炎人免疫球蛋白丙,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白丙100iu,标准的人免疫球蛋白
乙酰谷酰胺注射液5ml支,其它精神兴奋药和益智药
乙型肝炎免疫球蛋白,乙型肝炎免疫球蛋白
已烯雌酚片mg甲类,己烯雌酚
已烯雌酚注射液,己烯雌酚
乙型肝炎人免疫球蛋白兰州,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白100IU瓶,标准的人免疫球蛋白
乙型脑炎灭活疫苗,流行性乙型脑炎疫苗
已烯雌酚注射液mg,己烯雌酚
已烯雌酚片甲基mg,己烯雌酚
异丙酚200mg乙类,丙泊酚（双异丙酚）
异丙酚针,丙泊酚（双异丙酚）
乙型肝炎人免疫球蛋白100IU华兰生物,静注乙型肝炎人免疫球蛋白(pH4)
异丙嗪非那根注射液,异丙嗪
异丙嗪,异丙嗪
已烯雌酚针基甲,己烯雌酚
乙型肝炎人免疫球蛋白华兰生物丙自选,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白针,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白针华兰,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎免疫球蛋白免费100IU瓶,乙型肝炎免疫球蛋白
乙型肝炎免疫球蛋白注射液,乙型肝炎免疫球蛋白
异丙嗪非那根片,异丙嗪
已烯雌酚注射液甲,己烯雌酚
已烯雌酚注射液y1j,己烯雌酚
异丙酚乙类,丙泊酚（双异丙酚）
异丙嗪颗粒,异丙嗪
异丙嗪片mg片,异丙嗪
异丙嗪片mg,异丙嗪
异丙嗪片25mg片,异丙嗪
异丙嗪片甲,异丙嗪
异丙嗪片非那根,异丙嗪
乙型肝炎人免疫球蛋白同路丙,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白同路生物丙自选,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白200IU,静注乙型肝炎人免疫球蛋白(pH4)
异丙嗪片基药,异丙嗪
异丙嗪针非那根2ml50mg支,异丙嗪
乙型肝炎人免疫球蛋白自费,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白200IU支,静注乙型肝炎人免疫球蛋白(pH4)
异丙嗪片25mg,异丙嗪
异丙嗪片基甲,异丙嗪
异丙酚注射液力蒙欣乙类,丙泊酚（双异丙酚）
异丙嗪2ml50mg支,异丙嗪
异丙嗪糖浆,异丙嗪
异丙嗪针,异丙嗪
乙型肝炎人免疫球蛋白针华兰,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白注射液华兰,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白注射剂,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白注射液华兰,标准的人免疫球蛋白
异丙嗪针甲国基,异丙嗪
异丙嗪针GJ,异丙嗪
乙型脑炎灭活辽宁成大自西药,流行性乙型脑炎疫苗
乙型脑炎灭活疫苗国基丙,流行性乙型脑炎疫苗
异丙嗪片非那根mg片,异丙嗪
已烯雌酚片甲类,己烯雌酚
乙型脑炎减毒活疫苗国基丙,流行性乙型脑炎疫苗
已烯雌酚片甲,己烯雌酚
蚁黄通络胶囊,蚁黄通络胶囊
异丙酚针丙泊酚,丙泊酚（双异丙酚）
异丙嗪注射剂50mg2ml支,异丙嗪
异丙嗪注射液甲,异丙嗪
异丙嗪注射液非那根50mg,异丙嗪
忆立福茴拉西坦,茴拉西坦
异丙醇,异丙醇
异丙酚,丙泊酚（双异丙酚）
异丙酚力蒙欣200mg乙类,丙泊酚（双异丙酚）
异丙酚注射液乙类,丙泊酚（双异丙酚）
异丙嗪非那根针,异丙嗪
异丙嗪注射液基,异丙嗪
异丙嗪注射液甲国基,异丙嗪
异丙嗪止咳糖浆,异丙嗪
异丙嗪片基,异丙嗪
异丙嗪注射液2ml50mg支,异丙嗪
异氟醚,异氟烷（异氟醚，福仑）
异氟醚注射液佛基,异氟烷（异氟醚，福仑）
异丙嗪片国基,异丙嗪
异丙嗪针甲,异丙嗪
异丙嗪片gj2,异丙嗪
异丙嗪注射液非那根50mg基甲,异丙嗪
异丙嗪注射液25mg基甲,异丙嗪
异丙嗪mg片,异丙嗪
异丙嗪注射液25mg非那根,异丙嗪
异丙嗪针2ml50mg支,异丙嗪
异丙嗪注射剂,异丙嗪
异丙嗪片非那根基,异丙嗪
异丙嗪注射液非那根基门甲,异丙嗪
异丙嗪片非那根25mg片,异丙嗪
异丙嗪片小儿,异丙嗪
异丙嗪注射液gj3,异丙嗪
异氟醚针活宁,异氟烷（异氟醚，福仑）
异丙嗪注射液25mg非那根基甲,异丙嗪
异丙嗪注射液50mg基甲,异丙嗪
异丙嗪注射液非那根基甲,异丙嗪
异丙嗪针非那根基,异丙嗪
异丙嗪针基药,异丙嗪
异氟烷艾思美吸入用溶液剂,异氟烷（异氟醚，福仑）
异丙嗪注射液非那根基,异丙嗪
异氟醚吸入麻醉剂活宁,异氟烷（异氟醚，福仑）
异氟烷国,异氟烷（异氟醚，福仑）
异氟烷甲农铁基,异氟烷（异氟醚，福仑）
异氟烷基,异氟烷（异氟醚，福仑）
异氟烷甲类,异氟烷（异氟醚，福仑）
异氟烷南,异氟烷（异氟醚，福仑）
异氟烷异氟醚甲自选,异氟烷（异氟醚，福仑）
异氟烷异氟醚甲佛增,异氟烷（异氟醚，福仑）
异氟烷100mlml,异氟烷（异氟醚，福仑）
异氟醚注射液,异氟烷（异氟醚，福仑）
异氟烷甲类市补,异氟烷（异氟醚，福仑）
异氟烷1mlml,异氟烷（异氟醚，福仑）
异氟烷宁芬,异氟烷（异氟醚，福仑）
异氟烷吸入溶液,异氟烷（异氟醚，福仑）
异氟烷吸入溶液宁芬,异氟烷（异氟醚，福仑）
异氟烷甲高,异氟烷（异氟醚，福仑）
异氟烷100ml甲类,异氟烷（异氟醚，福仑）
异氟烷溶液易而醚自甲,异氟烷（异氟醚，福仑）
异氟烷雾化吸入剂,异氟烷（异氟醚，福仑）
异氟烷溶液基甲,异氟烷（异氟醚，福仑）
异氟烷吸入剂,异氟烷（异氟醚，福仑）
异氟烷溶液甲类,异氟烷（异氟醚，福仑）
异氟烷吸入剂活宁,异氟烷（异氟醚，福仑）
异氟烷吸入麻醉剂活宁甲,异氟烷（异氟醚，福仑）
异甘草酸镁针,甘草酸
异氟烷吸入溶液活宁,异氟烷（异氟醚，福仑）
异甘草酸镁,甘草酸
异甘草酸镁针10ml50mg支,甘草酸
异甘草酸镁注射液y2,甘草酸
异甘草酸镁注射液丙,甘草酸
异甘草酸镁注射液天晴甘美乙自选,甘草酸
异甘草酸镁注射液10ml,甘草酸
异维酸红霉素凝胶,异维A酸，复方
异氟烷注射液异氟醚活宁,异氟烷（异氟醚，福仑）
异甘草酸镁注,甘草酸
异氟烷吸入剂100ml,异氟烷（异氟醚，福仑）
异氟烷吸入气雾剂怡美宁,异氟烷（异氟醚，福仑）
异甘草酸镁注射液限,甘草酸
异氟烷吸入剂基,异氟烷（异氟醚，福仑）
异氟烷针活宁,异氟烷（异氟醚，福仑）
异环磷酰胺针匹服平,异环磷酰胺（和乐生）
异甘草酸镁注射液自费,甘草酸
异甘草酸镁注射液乙限,甘草酸
异维红霉素凝胶,异维A酸，复方
异环磷酰胺针支,异环磷酰胺（和乐生）
异环磷酰胺针乙类,异环磷酰胺（和乐生）
异甘草酸镁注射剂,甘草酸
异环磷酰胺,环磷酰胺（癌得星）
异帕米星,异帕米星
异维酸软胶囊乙,异维A酸
异维酸软胶囊重庆华邦,异维A酸，复方
异环磷酰胺注射剂,异环磷酰胺（和乐生）
异环磷酰胺注射液,异环磷酰胺（和乐生）
异甘草酸镁注射液50mg10ml支,甘草酸
异环磷酰胺乙,异环磷酰胺（和乐生）
异烟肼雷米封片,异烟肼，复方
异维酸软胶囊泰尔丝10mg粒盒,异维A酸
异维酸软胶囊特维丝,异维A酸
异环磷酰胺1g支,异环磷酰胺（和乐生）
异环磷酰胺针1g乙类,异环磷酰胺（和乐生）
异维酸红霉素凝胶童诺凝胶,异维A酸，复方
异烟肼片100mg片,异烟肼，复方
异环磷酰胺针,异环磷酰胺（和乐生）
异环磷酰胺注射液1g支,环磷酰胺（癌得星）
异帕米星注射液,异帕米星
异维酸胶丸,异维A酸
异维酸红霉素凝胶自费,异维A酸，复方
异维酸红霉素凝胶10g5mg合,异维A酸，复方
异维酸软胶囊乙类,异维A酸，复方
异维酸胶丸特维丝,异维A酸
乙型肝炎免疫球蛋白注射液200Iu支,乙型肝炎免疫球蛋白
乙型肝炎人免疫球蛋白100IU四川远大,静注乙型肝炎人免疫球蛋白(pH4)
异维酸软胶囊南,异维A酸
异维酸软胶囊丸剂,异维A酸，复方
乙型肝炎人免疫球蛋白丙,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白丙类,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白丙类市补,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白山东泰邦丙自选,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白停,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白武汉生物,静注乙型肝炎人免疫球蛋白(pH4)
乙型肝炎人免疫球蛋白针山东,标准的人免疫球蛋白
乙型肝炎人免疫球蛋白针山东,静注乙型肝炎人免疫球蛋白(pH4)
乙型脑炎减毒活疫苗精制,流行性乙型脑炎疫苗
已烯雌酚片乙不,己烯雌酚
蚁参蠲痹胶囊,蚁参蠲痹
异丙酚注射液,丙泊酚（双异丙酚）
异丙嗪非那根,异丙嗪
异丙嗪25mg100S片,异丙嗪
异丙嗪片甲类国基,异丙嗪
异丙嗪针非那根2ml,异丙嗪
异丙嗪散,异丙嗪
异丙嗪注射液国基,异丙嗪
异丙嗪注射液基乙,异丙嗪
异丙嗪注射液50mg非那根基甲,异丙嗪
异丙嗪止咳糖浆复方愈创木酚磺酸甲,异丙嗪
异丙嗪注射液25mg,异丙嗪
异氟醚针,异氟烷（异氟醚，福仑）
异氟烷异氟醚甲,异氟烷（异氟醚，福仑）
异氟烷麻醉吸入易使,异氟烷（异氟醚，福仑）
异氟烷溶液易而醚自选甲,异氟烷（异氟醚，福仑）
异长春花碱针乙类,长春胺（长春蔓胺，长春花碱）
异氟醚进口,异氟烷（异氟醚，福仑）
异烟肼片基,异烟肼，复方
异烟肼片雷米封沈阳红旗,异烟肼，复方
异氟烷吸入剂1ml1ml,异氟烷（异氟醚，福仑）
异氟烷吸入麻醉剂异氟醚,异氟烷（异氟醚，福仑）
异烟肼片雷米封西南药业,异烟肼，复方
异烟肼片雷米封沪信谊,异烟肼，复方
益肝冲剂,芪桑益肝丸
抑眩宁胶囊,抑眩宁胶囊
益肝冲剂中成药,芪桑益肝丸
益肝灵片双鹤药业,芪桑益肝丸
异烟肼片集采,异烟肼，复方
异烟肼片雷米封,异烟肼，复方
益肺止咳胶囊停,益肺止咳胶囊
益肝灵分散片,益肝灵片
异烟肼片集二,异烟肼，复方
异烟肼片国基,异烟肼，复方
益肝灵软胶囊,益肝灵片
益宫颗粒10g袋盒,益宫颗粒
益坤宁片,益坤宁颗粒
益脉康滴丸,益脉康片
益肝灵片省基甲,益肝灵片
益肝灵沈阳东陵,芪桑益肝丸
益肝灵液体胶囊,芪桑益肝丸
异烟肼片西南药业国基甲100s,异烟肼，复方
异烟肼片INH,异烟肼，复方
异烟肼片免费,异烟肼，复方
易使宁安氟醚针丙,恩氟烷（安氟醚，易使宁，氟醚）
易维适乙酰半胱氨酸胶囊,乙酰半胱氨酸
益安宁丸,益安宁丸
益康唑软膏派瑞松,曲安西龙和灭菌药的复方
益母草千服止片甲,复方益母片
益肝灵片江苏中兴片,益肝灵片
益宫颗粒乙类,益宫颗粒
异烟肼片片瓶片,异烟肼，复方
异烟肼片片瓶瓶,异烟肼，复方
异烟肼片国基门特,异烟肼，复方
益肺胶囊,益肺胶囊
异环磷酰胺,异环磷酰胺（和乐生）
异环磷酰胺匹服平针,环磷酰胺（癌得星）
益肝乐颗粒,益肝乐胶囊
益肝灵片吉林,芪桑益肝丸
益坤宁颗粒,益坤宁颗粒
益脉康片甲,益脉康片
异维酸胶丸基,异维A酸
益肝乐冲剂,益肝乐胶囊
益肝灵,芪桑益肝丸
益肝灵片江苏中兴,芪桑益肝丸
异维酸胶丸基乙,异维A酸
异维酸胶丸非,异维A酸
益肝灵胶囊,益肝灵片
益肝灵液体胶囊,益肝灵片
异烟肼片雷米封国基居甲,异烟肼，复方
易氟醚针,异氟烷（异氟醚，福仑）
益坤宁颗粒3g,益坤宁颗粒
异维酸软胶囊乙类市补,异维A酸
异维酸软胶囊重庆华邦,异维A酸
益康胶囊,益康胶囊
益康唑软膏,益康唑
益脉康软胶囊,益脉康片
益母草,益母草
益母草饮片,益母草分散片
益脉康,益脉康片
益母草机调颗粒,益母颗粒
益母草制冲剂甲,益母冲剂
益母草散剂,益母冲剂
益母草制冲剂,益母冲剂
益母草冲剂甲类,益母冲剂
益母草冲剂一方中药,益母冲剂
益肺止咳胶囊丙类,益肺止咳胶囊
益肝乐胶囊,益肝乐胶囊
益母草分散片,复方益母片
益母草分散片,益母草分散片
益脉康胶囊,益脉康片
益母草颗粒协定,益母颗粒
益母草千服止片甲,益母草分散片
异烟肼片甘蕉,异烟肼，复方
易氟醚,异氟烷（异氟醚，福仑）
益宝疗聚甲酚磺醛液,聚甲酚磺醛
益肝除湿合剂,芪桑益肝丸
益肝灵胶囊,芪桑益肝丸
益肝灵液体胶囊丸剂,芪桑益肝丸
益宫颗粒,益宫颗粒
异氟烷溶液甲,异氟烷（异氟醚，福仑）
益母草颗粒甲类,益母颗粒
益母草颗粒剂,益母颗粒
异氟烷吸入剂y1,异氟烷（异氟醚，福仑）
异甘草酸镁注射液南,甘草酸
异环磷酰胺粉针,异环磷酰胺（和乐生）
异维酸软胶囊特维丝,异维A酸，复方
异维酸软胶囊乙,异维A酸，复方
异维酸软胶囊乙类,异维A酸
异烟肼片杭州,异烟肼，复方
异烟肼片锦华,异烟肼，复方
易使宁,恩氟烷（安氟醚，易使宁，氟醚）
益肝灵滴丸,益肝灵片
益肝灵片江苏中兴片,芪桑益肝丸
益肝灵片湖南协力,芪桑益肝丸
益宫颗粒10g,益宫颗粒
益脉康分散片,益脉康片
益母草颗粒YA,益母颗粒
益母草颗粒无糖型5g袋,益母颗粒
益母草膏国基乙,益母草膏
益母草膏120g瓶,益母草膏
益母草颗粒正大青春宝无糖,益母颗粒
益母草合剂,益母冲剂
益母草膏250g瓶,益母草膏
益母草膏剂,益母草膏
益母草膏国基y1,益母草膏
益母草颗粒配方,益母颗粒
益母草颗粒太平,益母颗粒
益母草流膏,益母草流浸膏
益母草流浸膏100ml四川逢春,益母草膏
益母草颗粒正大青春宝,益母颗粒
益母草膏YA,益母草膏
益母草膏甲,益母草膏
益母草膏贵州百灵125g,益母草膏
益母草膏中成药,益母草膏
益母草颗粒四川,益母颗粒
益母草颗粒15g1g袋,益母颗粒
益母草浸膏基甲,益母草流浸膏
益母草膏125g瓶,益母草膏
益母草浸膏100ml,益母草流浸膏
益母草浸膏基,益母草流浸膏
益母草颗粒国基甲,益母颗粒
益母草流浸膏甲类,益母草流浸膏
益母草片国基y1,益母草分散片
益母草软胶囊,益母草软胶囊
益母草流浸膏,益母草膏
益母草片基,复方益母片
益母草颗粒南京维威,益母颗粒
益母草颗粒广西灵峰,益母颗粒
益母草软胶囊24s,益母草软胶囊
益母草注射夜,益母草注射液
益母草颗粒四川宜宾,益母颗粒
益母草注射液YB,益母草注射液
益母草注射液乙自选,益母草注射液
益母草颗粒包装,益母草颗粒
益母草颗粒基甲,益母颗粒
益母草流浸膏100ml四川逢春,益母草流浸膏
益母草颗粒四川蜀中,益母颗粒
益母草流浸膏90ml甲,益母草流浸膏
益母草流浸膏500ml甲,益母草流浸膏
益母草软胶囊甲,益母草软胶囊
益母草软胶囊粒盒,益母草软胶囊
益母草注射液1ml支,益母草注射液
益母草配方颗粒15g包,益母颗粒
益母草膏水剂,益母冲剂
益母草流浸膏60ml甲,益母草流浸膏
益母草片甲,益母草分散片
益母草针支合,益母草注射液
益脑胶囊粒福州闽海,补肾益脑丸
益脑胶囊停,益脑胶囊
益母草注,益母草注射液
益母颗粒YA,益母颗粒
益母草注射液丙,益母草注射液
益母颗粒4g包盒盒,益母颗粒
益母草片甲类,益母草分散片
益脑宁片片黑龙江新医圣,补肾益脑丸
益脑心颗粒15g,益脑心颗粒
益母草注射液乙类,益母草注射液
益母草颗粒四川康神,益母颗粒
益气补血片,芪参益气滴丸
益气和胃胶囊,芪参益气滴丸
益母草针1ml支,益母草注射液
益母草注射剂,益母冲剂
益母颗粒乙,益母颗粒
益脑胶囊,补肾益脑丸
益母草颗粒无糖型5g包,益母颗粒
益母颗粒,益母颗粒
益脑胶囊60s,补肾益脑丸
益肾灵,苁蓉益肾颗粒
益心舒胶囊乙类国基,益心康泰胶囊
益诺胶囊粒盒,益诺胶囊
益气复肝颗粒,复肝宁片
